pdbId	structure	stoichiometry	symmetry
3N6X	bio	A2	C2
3N6Y	bio	A2	C2
3N6Z	bio	A	C1
4N60	bio	AB	C1
4N61	bio	AB	C1
4N62	bio	AB	C1
4N63	bio	AB	C1
4N64	bio	AB	C1
4N65	bio	A2	C2
4N66	bio	E	C1
4N67	bio	A	C1
4N68	bio	A	C1
4N69	bio	A3	C3
4N6A	bio	A3	C3
4N6B	bio	A3	C3
4N6C	bio	A2	C2
4N6D	bio	A	C1
4N6E	bio	A2B2	C2
4N6F	bio	A2	C2
4N6G	bio	A2	C2
4N6H	bio	A	C1
4N6J	bio	A	C1
4N6K	bio	A2	C2
4N6L	bio	A	C1
4N6M	bio	A	C1
4N6N	bio	AB	C1
4N6O	bio	AB	C1
4N6P	bio	A	C1
4N6Q	bio	A2	C2
4N6R	bio	AB	C1
4N6S	bio	A2B2	C2
4N6T	bio	A	C1
4N6U	bio	A	C1
4N6V	bio	04	C4
4N6W	bio	A	C1
4N6Y	bio	A	C1
4N6Z	bio	A	C1
1N70	bio	A3	C3
1N71	bio	A2	C2
1N73	bio	G	C1
1N75	bio	A	C1
1N76	bio	A	C1
1N77	bio	CA	C1
1N78	bio	CA	C1
1N7A	bio	A	C1
1N7B	bio	A	C1
1N7D	bio	A	C1
1N7E	bio	A2	C2
1N7F	bio	A2C2	C2
1N7G	bio	A4	D2
1N7H	bio	A4	D2
1N7I	bio	A	C1
1N7J	bio	A	C1
1N7K	bio	A4	D2
1N7M	bio	HL	C1
1N7N	bio	A	C1
1N7O	bio	A	C1
1N7P	bio	A	C1
1N7Q	bio	A	C1
1N7R	bio	A	C1
1N7S	bio	A	C1
1N7U	bio	A2	C2
1N7V	bio	A2	C2
1N7W	bio	A	C1
1N7X	bio	A	C1
1N7Y	bio	A2	C2
1N7Z	bio	A2	C2
3N70	bio	A	C1
3N71	bio	A	C1
3N72	bio	A	C1
3N73	bio	A2	C2
3N74	bio	A4	D2
3N75	bio	A10	D5
3N76	bio	A12	T
3N77	bio	A	C1
3N78	bio	CD	C1
3N79	bio	A3	C3
3N7A	bio	A12	T
3N7B	bio	CD	C1
3N7C	bio	A	C1
3N7D	bio	A2	C2
3N7E	bio	A	C1
3N7H	bio	A	C1
3N7J	bio	A	C1
3N7K	bio	A	C1
3N7L	bio	A	C1
3N7M	bio	A	C1
3N7N	bio	A2	C2
3N7O	bio	A	C1
3N7P	bio	A	C1
3N7Q	bio	C	C1
3N7R	bio	AC	C1
3N7S	bio	AC	C1
3N7T	bio	A	C1
3N7U	bio	A2	C2
3N7W	bio	A	C1
3N7X	bio	A	C1
3N7Y	bio	A2D2	C2
3N7Z	bio	A2	C2
4N70	bio	A	C1
4N71	bio	A2	C2
4N72	bio	A3	C3
4N73	bio	A2	C2
4N74	bio	A	C1
4N76	bio	A2C2D2	C2
4N77	bio	A	C1
4N78	bio	A	C1
4N79	bio	A	C1
4N7A	bio	A	C1
4N7B	bio	A	C1
4N7C	bio	A2	C2
4N7D	bio	A	C1
4N7E	bio	A	C1
4N7F	bio	A	C1
4N7G	bio	A2B2	C2
4N7H	bio	A	C1
4N7I	bio	A	C1
4N7J	bio	A2	C2
4N7K	bio	HLM	C1
4N7L	bio	HLM	C1
4N7M	bio	A2	C2
4N7N	bio	AB	C1
4N7O	bio	AB	C1
4N7P	bio	AB	C1
4N7Q	bio	A2	C2
4N7S	bio	AB	C1
4N7T	bio	A2	C2
4N7U	bio	A	C1
4N7V	bio	A2	C2
4N7W	bio	A2	C2
4N7X	bio	A	C1
4N7Y	bio	A2C2	C2
4N7Z	bio	A2B2	C2
1N80	bio	A2	C2
1N81	bio	A2	C2
1N82	bio	A	C1
1N84	bio	A	C1
1N8B	bio	A2	C2
1N8F	bio	A2	C2
1N8I	bio	A	C1
1N8J	bio	A10	D5
1N8K	bio	A2	C2
1N8N	bio	A4	D2
1N8O	bio	E	C1
1N8P	bio	A4	D2
1N8Q	bio	A	C1
1N8R	bio	A	C1
1N8S	bio	A	C1
1N8T	bio	A2	C2
1N8U	bio	A	C1
1N8V	bio	A	C1
1N8W	bio	A	C1
1N8Y	bio	C	C1
1N8Z	bio	C	C1
3N80	bio	A4	D2
3N81	bio	A4	D2
3N82	bio	A4	D2
1RM6	bio	A2B2C2	C2
1RM8	bio	A	C1
1RM9	bio	A	C1
1RMD	bio	A2	C2
1RMF	bio	LH	C1
1RMG	bio	A	C1
1RMH	bio	A2C2	C2
1RMM	bio	A	C1
1RMO	bio	A	C1
1RMP	bio	A	C1
1RMQ	bio	A4	D2
1RMR	bio	A2	C2
1RMS	bio	A	C1
1RMT	bio	A4	D2
1RMU	bio	1234	C1
1RMY	bio	A4	D2
1RMZ	bio	A	C1
2RM2	bio	1234	C1
2RMA	bio	AB	C1
2RMB	bio	AB	C1
2RMP	bio	A	C1
2RMU	bio	1234	C1
3RM0	bio	LHI	C1
3RM1	bio	A2	C2
3RM2	bio	LHI	C1
3RM3	bio	A	C1
3RM4	bio	A	C1
3RM5	bio	A2	C2
3RM6	bio	A	C1
3RM7	bio	A	C1
3RM8	bio	A	C1
3RM9	bio	A	C1
3RMA	bio	F	C1
3RMB	bio	AF	C1
3RMC	bio	F	C1
3RMD	bio	F	C1
3RME	bio	A	C1
3RMF	bio	A	C1
3RMH	bio	A2	C2
3RMI	bio	A2	C2
3RMJ	bio	A2	C2
3RMK	bio	A2B2C2	C2
3RML	bio	LHI	C1
3RMM	bio	LHI	C1
3RMN	bio	LHI	C1
3RMO	bio	LHI	C1
3RMP	bio	A2E2F2	C2
3RMQ	bio	A	C1
3RMR	bio	A3	C3
3RMS	bio	A	C1
3RMT	bio	A2	C2
3RMU	bio	A2	C2
3RMV	bio	A2	C2
3RMW	bio	A2	C2
3RMX	bio	A	C1
3RMY	bio	A	C1
3RMZ	bio	A2C2D2	C2
4RM0	bio	A	C1
4RM1	bio	A2	C2
4RM2	bio	A	C1
4RM3	bio	A	C1
4RM4	bio	A	C1
4RM5	bio	A2	C2
4RM7	bio	A4	D2
4RM8	bio	A	C1
4RM9	bio	A	C1
4RMA	bio	A	C1
4RMB	bio	A2	C2
4RMC	bio	A2B2	C2
4RMD	bio	A2B2	C2
4RME	bio	A2B2	C2
4RMF	bio	A2	C2
4RMG	bio	A2	C2
4RMH	bio	A	C1
4RMI	bio	A	C1
4RMJ	bio	A	C1
4RMK	bio	A	C1
4RML	bio	A	C1
4RMM	bio	A2	C2
4RMN	bio	A	C1
4RMO	bio	A2B2	C2
4RMP	bio	AB	C1
4RMQ	bio	A	C1
4RMR	bio	A	C1
4RMS	bio	A	C1
4RMT	bio	A	C1
4RMU	bio	A	C1
4RMV	bio	A	C1
4RMW	bio	A	C1
4RMX	bio	A3	C3
1RN1	bio	A	C1
1RN4	bio	A	C1
1RN7	bio	A	C1
1RN8	bio	A3	C3
1RNA	bio	A	C1
1RNB	bio	CA	C1
1RNC	bio	A	C1
1RND	bio	A	C1
1RNE	bio	A2	C2
1RNF	bio	A	C1
1RNH	bio	A	C1
1RNI	bio	A	C1
1RNJ	bio	A3	C3
1RNL	bio	A2	C2
1RNM	bio	E	C1
1RNN	bio	E2	C2
1RNO	bio	A2	C2
1RNQ	bio	A2	C2
1RNR	bio	A2	C2
1RNT	bio	A	C1
1RNU	bio	A2	C2
1RNV	bio	A2	C2
1RNW	bio	A2	C2
1RNX	bio	A2	C2
1RNY	bio	A2	C2
1RNZ	bio	A2	C2
2RN2	bio	A	C1
2RNF	bio	A	C1
2RNS	bio	A2	C2
2RNT	bio	A	C1
3RN0	bio	A2C2D2	C2
3RN1	bio	A2C2D2	C2
3RN2	bio	A	C1
3RN3	bio	A	C1
3RN4	bio	A4	D2
3RN5	bio	L	C1
3RN6	bio	A2	C2
3RN9	bio	A2B2C2	C2
3RNA	bio	A2B2C2	C2
3RNB	bio	A2B2C2	C2
3RNC	bio	A2B2C2	C2
3RND	bio	A2	C2
3RNE	bio	A2B2C2	C2
3RNF	bio	A2B2C2	C2
3RNG	bio	A2B2C2	C2
3RNI	bio	A	C1
3RNJ	bio	A	C1
3RNK	bio	AB	C1
3RNL	bio	A	C1
3RNQ	bio	BA	C1
3RNR	bio	A2	C2
3RNS	bio	A	C1
3RNT	bio	A	C1
3RNU	bio	L	C1
3RNV	bio	A	C1
3RNX	bio	A	C1
3RNY	bio	A	C1
3RNZ	bio	A2	C2
4RN0	bio	A	C1
4RN1	bio	A	C1
4RN2	bio	A	C1
4RN3	bio	A	C1
4RN4	bio	A	C1
4RN5	bio	A	C1
4RN6	bio	A	C1
4RN7	bio	A	C1
4RNA	bio	A	C1
4RNC	bio	A2	C2
4RND	bio	A2B2	C2
4RNE	bio	A	C1
4RNF	bio	A	C1
4RNG	bio	A2	C2
4RNH	bio	A2	C2
4RNI	bio	A2	C2
4RNJ	bio	A	C1
4RNK	bio	A	C1
4RNL	bio	A	C1
4RNM	bio	P	C1
4RNN	bio	P	C1
4RNO	bio	P	C1
4RNQ	bio	A	C1
4RNR	bio	AB	C1
4RNS	bio	A2	C2
4RNT	bio	A	C1
4RNU	bio	A2	C2
4RNV	bio	A2	C2
4RNW	bio	A2	C2
4RNX	bio	A2	C2
4RNY	bio	A	C1
4RNZ	bio	A2	C2
1RO0	bio	A	C1
1RO2	bio	A	C1
1RO5	bio	A12	T
1RO6	bio	A	C1
1RO7	bio	A4	C4
1RO8	bio	A	C1
1RO9	bio	A	C1
1ROA	bio	A	C1
1ROB	bio	A	C1
1ROC	bio	A	C1
1ROM	bio	A	C1
1ROP	bio	A2	C2
1ROS	bio	A	C1
1ROV	bio	A	C1
1ROW	bio	A	C1
1ROZ	bio	A4	D2
2ROM	bio	A	C1
2ROX	bio	A2	C2
3RO0	bio	A4	D2
3RO1	bio	A	C1
3RO2	bio	AB	C1
3RO3	bio	AB	C1
3RO4	bio	A2	C2
3RO5	bio	A3	C3
3RO6	bio	A	C1
3RO8	bio	A	C1
3RO9	bio	A	C1
3ROA	bio	A	C1
3ROB	bio	A2	C2
3ROC	bio	A	C1
3ROD	bio	A	C1
3ROE	bio	A2	C2
3ROF	bio	AB	C1
3ROG	bio	A2	C2
3ROH	bio	A	C1
3ROI	bio	A	C1
3ROJ	bio	A4	D2
3ROK	bio	A	C1
3ROL	bio	E	C1
3ROM	bio	A	C1
3RON	bio	A	C1
3ROO	bio	E	C1
3ROP	bio	A	C1
3ROQ	bio	A	C1
3ROR	bio	A	C1
3ROS	bio	A2	C2
3ROU	bio	A2	C2
3ROV	bio	A2B2	C2
3ROW	bio	A2	C2
3ROX	bio	A2	C2
3ROY	bio	A	C1
3ROZ	bio	A2	C2
4RO0	bio	A2	C2
4RO1	bio	A	C1
4RO2	bio	A4	C4
4RO3	bio	A2	C2
4RO4	bio	A	C1
4RO5	bio	A	C1
4RO7	bio	A	C1
4RO8	bio	A	C1
4RO9	bio	A	C1
4ROA	bio	A	C1
4ROB	bio	A	C1
4ROF	bio	A	C1
4ROG	bio	A	C1
4ROJ	bio	A	C1
4ROK	bio	A	C1
4ROL	bio	A2B2	C2
4ROM	bio	A2B2	C2
4RON	bio	A	C1
4ROO	bio	A	C1
4ROP	bio	A2	C2
4ROQ	bio	A6	D3
4ROR	bio	A4	D2
4ROS	bio	A4	D2
4ROT	bio	A4	D2
4ROU	bio	A2	C2
4ROV	bio	A	C1
4ROW	bio	A	C1
4ROY	bio	A	C1
4ROZ	bio	A	C1
1RP0	bio	A4	C4
1RP1	bio	A	C1
1RP3	bio	AB	C1
1RP4	bio	A2	C2
1RP5	bio	A	C1
1RP7	bio	A2	C2
1RP8	bio	A	C1
1RP9	bio	A	C1
1RPA	bio	A2	C2
1RPE	bio	L	C1
1RPF	bio	A2	C2
1RPG	bio	A	C1
1RPH	bio	A2	C2
1RPI	bio	A2	C2
1RPJ	bio	A	C1
1RPK	bio	A	C1
1RPL	bio	A	C1
1RPM	bio	A	C1
1RPN	bio	A4	D2
1RPO	bio	A2	C2
1RPQ	bio	A	C1
1RPS	bio	A2B2	C2
1RPT	bio	A2	C2
1RPU	bio	C	C1
1RPW	bio	A2	C2
1RPX	bio	A6	D3
1RPY	bio	A2	C2
1RPZ	bio	B4A4	D2
3RP1	bio	A	C1
3RP2	bio	A	C1
3RP6	bio	A	C1
3RP7	bio	A	C1
3RP8	bio	A	C1
3RP9	bio	A	C1
3RPC	bio	A	C1
3RPD	bio	A	C1
3RPE	bio	A2	C2
3RPF	bio	A2C2	C2
3RPG	bio	C	C1
3RPH	bio	A4	C4
3RPI	bio	BA	C1
3RPJ	bio	A	C1
3RPK	bio	A	C1
3RPL	bio	A	C1
3RPM	bio	A	C1
3RPN	bio	A2	C2
3RPO	bio	A	C1
3RPP	bio	A2	C2
3RPQ	bio	A2	C2
3RPR	bio	A	C1
3RPS	bio	A	C1
3RPT	bio	A	C1
3RPU	bio	A2	C2
3RPV	bio	A	C1
3RPW	bio	A	C1
3RPX	bio	A3	C3
3RPY	bio	A	C1
3RPZ	bio	A4	C4
4RP0	bio	A	C1
4RP1	bio	A	C1
4RP2	bio	A	C1
4RP3	bio	A2	C2
4RP4	bio	A2	C2
4RP5	bio	A2	C2
4RP8	bio	A2	C2
4RP9	bio	A2	C2
4RPA	bio	A2	C2
4RPC	bio	A	C1
4RPE	bio	A2	C2
4RPF	bio	A2	C2
4RPG	bio	A2	C2
4RPH	bio	A2	C2
4RPI	bio	A2	C2
4RPJ	bio	A2	C2
4RPK	bio	A2	C2
4RPL	bio	A2	C2
4RPM	bio	A	C1
4RPN	bio	A2	C2
4RPO	bio	A2	C2
4RPP	bio	A4	D2
4RPQ	bio	A	C1
4RPT	bio	A2	C2
4RPV	bio	A	C1
4RPX	bio	ADPT	C1
1RQ0	bio	A	C1
1RQ1	bio	A2	C2
1RQ2	bio	A	C1
1RQ3	bio	A2B2	C2
1RQ4	bio	A2B2	C2
1RQ5	bio	A	C1
1RQ7	bio	A	C1
1RQ9	bio	A2	C2
1RQA	bio	AB	C1
1RQB	bio	A2	C2
1RQC	bio	A2	C2
1RQD	bio	A4	D2
1RQE	bio	A2	C2
1RQF	bio	A	C1
1RQG	bio	A	C1
1RQH	bio	A2	C2
1RQI	bio	A2	C2
1RQJ	bio	A2	C2
1RQK	bio	LMH	C1
1RQL	bio	A2	C2
1RQN	bio	A2	C2
1RQP	bio	A3	C3
1RQQ	bio	A2C2E2	C2
1RQR	bio	A6	D3
1RQW	bio	A	C1
1RQX	bio	A2	C2
1RQY	bio	A	C1
3RQ0	bio	A2	C2
3RQ1	bio	A2	C2
3RQ2	bio	A4	C4
3RQ3	bio	A2	C2
3RQ4	bio	A	C1
3RQ5	bio	A4	C4
3RQ6	bio	A4	C4
3RQ7	bio	AB	C1
3RQ8	bio	A4	C4
3RQ9	bio	A2	C2
3RQA	bio	A4	C4
3RQB	bio	A2	C2
3RQD	bio	A	C1
3RQE	bio	A	C1
3RQF	bio	A	C1
3RQG	bio	A	C1
3RQH	bio	A4	C4
3RQI	bio	A2	C2
3RQJ	bio	A2	C2
3RQK	bio	A2	C2
3RQL	bio	A2	C2
3RQM	bio	A2	C2
3RQN	bio	A2	C2
3RQO	bio	A2	C2
3RQP	bio	A2	C2
3RQQ	bio	A4	C4
3RQS	bio	A2	C2
3RQU	bio	A5	C5
3RQW	bio	A5	C5
3RQX	bio	A4	C4
3RQZ	bio	A	C1
4RQ0	bio	ADPT	C1
4RQ1	bio	ADPT	C1
4RQ2	bio	ADPT	C1
4RQ3	bio	ADPT	C1
4RQ6	bio	ADPT	C1
4RQ7	bio	T	C1
4RQ8	bio	ADPT	C1
4RQA	bio	A4	D2
4RQB	bio	A4	D2
4RQE	bio	A2B2	C2
4RQF	bio	C	C1
4RQG	bio	A	C1
4RQK	bio	A	C1
4RQL	bio	A	C1
4RQO	bio	A2	C2
4RQP	bio	A2	C2
4RQQ	bio	AB	C1
4RQR	bio	A	C1
4RQS	bio	B	C1
4RQT	bio	A2	C2
4RQU	bio	A2	C2
4RQV	bio	A	C1
4RQW	bio	A2	C2
4RQX	bio	A10	D5
4RQY	bio	A3	C3
4RQZ	bio	A3D3	C3
1RR2	bio	A2	C2
1RR6	bio	A3	C3
1RR7	bio	A2	C2
1RR8	bio	ABC	C1
1RR9	bio	A	C1
1RRA	bio	A2	C2
1RRC	bio	B4A4	D2
1RRE	bio	A	C1
1RRF	bio	A	C1
1RRG	bio	A	C1
1RRH	bio	A	C1
1RRI	bio	A4	C4
1RRJ	bio	BCA	C1
1RRK	bio	A	C1
1RRL	bio	A	C1
1RRM	bio	A2	C2
1RRO	bio	A	C1
1RRP	bio	A	C1
1RRQ	bio	BCA	C1
1RRS	bio	BCA	C1
2A7S	bio	A6	D3
2A7T	bio	A	C1
2A7W	bio	A2	C2
2A7X	bio	A2	C2
3A70	bio	A2	C2
3A71	bio	A	C1
3A72	bio	A	C1
3A73	bio	A	C1
3A74	bio	A2	C2
3A75	bio	AB	C1
3A76	bio	A3	C3
3A77	bio	A	C1
3A78	bio	A	C1
3A79	bio	C	C1
3A7A	bio	AB	C1
3A7B	bio	A	C1
3A7C	bio	A	C1
3A7D	bio	A	C1
3A7E	bio	A	C1
3A7F	bio	A	C1
3A7G	bio	A	C1
3A7H	bio	A	C1
3A7I	bio	A	C1
3A7J	bio	A	C1
3A7K	bio	A3	C3
3A7L	bio	A	C1
3A7M	bio	A4	C4
3A7N	bio	A	C1
3A7O	bio	A	C1
3A7P	bio	A	C1
3A7Q	bio	A	C1
3A7R	bio	A	C1
3A7S	bio	A	C1
3A7T	bio	A	C1
3A7U	bio	A	C1
3A7V	bio	A	C1
3A7W	bio	A	C1
3A7X	bio	A	C1
3A7Y	bio	A	C1
3A7Z	bio	A	C1
4A71	bio	A	C1
4A72	bio	A2	C2
4A73	bio	A4	D2
4A75	bio	A	C1
4A76	bio	A	C1
4A78	bio	A	C1
4A79	bio	A2	C2
4A7A	bio	A2	C2
4A7B	bio	A4	D2
4A7C	bio	A	C1
4A7D	bio	A	C1
4A7E	bio	AB	C1
4A7G	bio	AF	C1
4A7I	bio	AB	C1
4A7J	bio	AB	C1
4A7K	bio	A2	C2
4A7P	bio	A2	C2
4A7Q	bio	A2	C2
4A7S	bio	A2	C2
4A7T	bio	A2	C2
4A7U	bio	A2	C2
4A7V	bio	A2	C2
4A7W	bio	A6	D3
4A7X	bio	A2	C2
4A7Y	bio	A	C1
4A7Z	bio	A	C1
5A74	bio	A2C2E2	C2
5A76	bio	A2	C2
5A77	bio	A2C2E2	C2
5A78	bio	A2C2	C2
5A7B	bio	A	C1
5A7R	bio	A	C1
5A7V	bio	A2B2	C2
1A80	bio	A	C1
1A81	bio	A	C1
1A82	bio	A2	C2
1A85	bio	A	C1
1A86	bio	A	C1
1A87	bio	A	C1
1A88	bio	A	C1
1A8A	bio	A3	C3
1A8B	bio	A3	C3
1A8D	bio	A	C1
1A8E	bio	A	C1
1A8F	bio	A	C1
1A8G	bio	A2	C2
1A8H	bio	A	C1
1A8I	bio	A2	C2
1A8J	bio	H2	C2
1A8K	bio	A2	C2
1A8L	bio	A2	C2
1A8M	bio	A3	C3
1A8O	bio	A	C1
1A8P	bio	A	C1
1A8Q	bio	A3	C3
1A8R	bio	A10	D5
1A8S	bio	A	C1
1A8T	bio	A	C1
1A8U	bio	A	C1
1A8V	bio	A	C1
1A8Y	bio	A2	C2
1A8Z	bio	A	C1
2A81	bio	A3	C3
2A83	bio	C	C1
2A84	bio	A2	C2
2A85	bio	A4	C4
2A86	bio	A2	C2
2A87	bio	A2	C2
2A88	bio	A2	C2
2A89	bio	A	C1
2A8A	bio	A2	C2
2A8B	bio	A	C1
2A8C	bio	A4	D2
2A8D	bio	A4	D2
2A8E	bio	A	C1
2A8F	bio	A	C1
2A8G	bio	A2	C2
2A8H	bio	A	C1
2A8I	bio	A2	C2
2A8J	bio	A2	C2
2A8K	bio	A	C1
2A8L	bio	A2	C2
2A8M	bio	A2	C2
2A8N	bio	A2	C2
2A8P	bio	A2	C2
2A8Q	bio	A2	C2
2A8R	bio	A2	C2
2A8S	bio	A2	C2
2A8T	bio	A2	C2
2A8U	bio	A2	C2
2A8V	bio	A	C1
2A8W	bio	A2	C2
2A8X	bio	A2	C2
2A8Y	bio	A6	D3
2A8Z	bio	A	C1
3A80	bio	A	C1
3A81	bio	A	C1
3A82	bio	A	C1
3A83	bio	A	C1
3A84	bio	A	C1
3A85	bio	A	C1
3A86	bio	A	C1
3A87	bio	A	C1
3A88	bio	A	C1
3A89	bio	A	C1
3A8A	bio	A	C1
3A8B	bio	A	C1
3A8C	bio	A	C1
3A8D	bio	A	C1
3A8G	bio	AB	C1
3A8H	bio	AB	C1
3A8I	bio	A	C1
3A8J	bio	A	C1
3A8K	bio	A	C1
3A8L	bio	AB	C1
3A8M	bio	AB	C1
3A8N	bio	A	C1
3A8O	bio	AB	C1
3A8P	bio	A	C1
3A8Q	bio	A	C1
3A8R	bio	A2	C2
3A8S	bio	A2	C2
3A8T	bio	A	C1
3A8U	bio	X4	D2
3A8W	bio	A	C1
3A8X	bio	A	C1
3A8Y	bio	AC	C1
3A8Z	bio	A	C1
4A80	bio	A	C1
4A81	bio	A	C1
4A82	bio	A	C1
4A83	bio	A	C1
4A84	bio	A	C1
4A85	bio	A	C1
4A86	bio	A	C1
4A87	bio	A	C1
4A88	bio	A	C1
4A8E	bio	A2	C2
4A8F	bio	A	C1
4A8G	bio	A	C1
4A8H	bio	A3	C3
4A8I	bio	A4	D2
4A8J	bio	A2B2C2	C2
4A8K	bio	F	C1
4A8L	bio	A4	D2
4A8M	bio	B	C1
4A8N	bio	A4	D2
4A8O	bio	A	C1
4A8P	bio	A3	C3
4A8Q	bio	A	C1
4A8R	bio	A4	D2
4A8S	bio	A	C1
4A8T	bio	A3	C3
4A8U	bio	A	C1
4A8V	bio	A	C1
4A8W	bio	A	C1
4A8X	bio	C	C1
4A8Y	bio	A	C1
4A8Z	bio	A	C1
1A92	bio	A	C1
1A94	bio	A2	C2
1A95	bio	A2	C2
1A96	bio	A2	C2
1A97	bio	A2	C2
1A98	bio	A	C1
1A99	bio	A	C1
1A9B	bio	ABC	C1
1A9C	bio	A10	D5
1A9E	bio	A2B2C2	C2
1A9M	bio	A2	C2
1A9N	bio	QAB	C1
1A9O	bio	A3	C3
1A9P	bio	A3	C3
1A9Q	bio	A3	C3
1A9R	bio	A3	C3
1A9S	bio	A3	C3
1A9T	bio	A3	C3
1A9U	bio	A	C1
1A9W	bio	AE	C1
1A9X	bio	AB	C1
1A9Y	bio	A2	C2
1A9Z	bio	A2	C2
2A90	bio	A	C1
2A91	bio	A	C1
2A92	bio	A2	C2
2A94	bio	A4	D2
2A96	bio	A2	C2
2A97	bio	A2	C2
2A98	bio	A	C1
2A99	bio	A2	C2
2A9A	bio	A2	C2
2A9B	bio	A2	C2
2A9C	bio	A2	C2
2A9D	bio	A2	C2
2A9E	bio	A4	D2
2A9F	bio	A2	C2
2A9G	bio	A4	D2
2A9I	bio	A	C1
2A9J	bio	A2	C2
2A9K	bio	AB	C1
2A9M	bio	LH	C1
2A9N	bio	L	C1
2A9O	bio	A2	C2
2A9P	bio	A2	C2
2A9Q	bio	A2	C2
2A9R	bio	A2	C2
2A9S	bio	A2	C2
2A9U	bio	A2	C2
2A9V	bio	A	C1
2A9W	bio	A2	C2
2A9Y	bio	A	C1
2A9Z	bio	A	C1
3A90	bio	A	C1
3A91	bio	A	C1
3A92	bio	A	C1
3A93	bio	A	C1
3A94	bio	A	C1
3A95	bio	A	C1
3A96	bio	A	C1
3A98	bio	AB	C1
3A99	bio	A	C1
3A9B	bio	A	C1
3A9C	bio	A2	C2
3A9E	bio	I	C1
3A9F	bio	A	C1
3A9G	bio	A	C1
3A9H	bio	A	C1
3A9I	bio	A2	C2
3A9J	bio	C	C1
3A9K	bio	C	C1
3A9L	bio	A2	C2
3A9M	bio	A	C1
3A9Q	bio	A24	O
3A9R	bio	A6	D3
3A9S	bio	A6	D3
3A9T	bio	A6	D3
3A9U	bio	A	C1
3A9V	bio	A	C1
3A9W	bio	A2	C2
3A9X	bio	A2	C2
3A9Y	bio	A2	C2
3A9Z	bio	A2	C2
4A90	bio	A	C1
4A91	bio	A	C1
4A92	bio	A	C1
4A93	bio	A	C1
4A94	bio	A	C1
4A95	bio	A	C1
4A97	bio	A5	C5
4A98	bio	A5	C5
4A99	bio	A	C1
4A9C	bio	A	C1
4A9H	bio	A2	C2
4A9I	bio	A2	C2
4A9J	bio	A2	C2
4A9K	bio	A	C1
4A9L	bio	A	C1
4A9M	bio	A2	C2
4A9N	bio	A2	C2
4A9O	bio	A2	C2
4A9R	bio	A2	C2
4A9S	bio	A2	C2
4A9T	bio	A2	C2
4A9U	bio	A2	C2
4A9V	bio	A	C1
4A9W	bio	A	C1
4A9X	bio	A	C1
4A9Y	bio	A	C1
4A9Z	bio	A2	C2
5A93	bio	A	C1
5A96	bio	A3	C3
5A98	bio	A3	C3
5A99	bio	A3	C3
5A9A	bio	A3	C3
5A9B	bio	A3	C3
5A9C	bio	A3	C3
5A9D	bio	A2	C2
5A9Y	bio	A	C1
1AA0	bio	A3	C3
1AA1	bio	B8C8	D4
1AA2	bio	A	C1
1AA4	bio	A	C1
1AA5	bio	A	C1
1AA6	bio	A	C1
1AA7	bio	A2	C2
1AAC	bio	A	C1
1AAJ	bio	A	C1
1AAL	bio	A	C1
1AAM	bio	A2	C2
1AAN	bio	A	C1
1AAP	bio	A	C1
1AAQ	bio	A2	C2
1AAR	bio	A	C1
1AAW	bio	A2	C2
1AAX	bio	A	C1
1AAY	bio	A	C1
1AAZ	bio	A	C1
2AA0	bio	A	C1
2AA1	bio	A2B2	C2
2AA2	bio	A2	C2
2AA3	bio	A2	C2
2AA4	bio	A2	C2
2AA5	bio	A2	C2
2AA6	bio	A2	C2
2AA7	bio	A2	C2
2AA9	bio	A	C1
2AAB	bio	LH	C1
2AAC	bio	A2	C2
2AAD	bio	A	C1
2AAE	bio	A	C1
2AAF	bio	A4	D2
2AAG	bio	A3	C3
2AAI	bio	AB	C1
2AAJ	bio	A3	C3
2AAK	bio	A	C1
2AAL	bio	A3	C3
2AAM	bio	A	C1
2AAN	bio	A	C1
2AAO	bio	A	C1
2AAQ	bio	A2	C2
2AAT	bio	A2	C2
2AAW	bio	A2	C2
2AAX	bio	A2	C2
2AAY	bio	A	C1
3AA0	bio	C	C1
3AA1	bio	ABC	C1
3AA2	bio	A	C1
3AA3	bio	A	C1
3AA4	bio	A	C1
3AA5	bio	X	C1
3AA6	bio	ABC	C1
3AA7	bio	AB	C1
3AA8	bio	A3	C3
3AA9	bio	A3	C3
3AAA	bio	C	C1
3AAB	bio	A2	C2
3AAC	bio	A2	C2
3AAD	bio	A2	C2
3AAE	bio	V	C1
3AAF	bio	A	C1
3AAG	bio	A	C1
3AAI	bio	A4	D2
3AAJ	bio	A2	C2
3AAK	bio	A2	C2
3AAL	bio	A	C1
3AAM	bio	A	C1
3AAP	bio	A2	C2
3AAQ	bio	A2	C2
3AAR	bio	A2	C2
3AAS	bio	A	C1
3AAT	bio	A2	C2
3AAU	bio	A	C1
3AAV	bio	A	C1
3AAW	bio	A2B2	C2
3AAX	bio	A2	C2
3AAY	bio	A2	C2
3AAZ	bio	AB	C1
4AA0	bio	A	C1
4AA1	bio	AP	C1
4AA2	bio	AP	C1
4AA4	bio	A	C1
4AA5	bio	A	C1
4AA6	bio	D	C1
4AA7	bio	A	C1
4AA8	bio	A	C1
4AA9	bio	A	C1
4AAA	bio	A	C1
4AAB	bio	E	C1
4AAC	bio	A	C1
4AAD	bio	A	C1
4AAE	bio	G	C1
4AAF	bio	A	C1
4AAG	bio	A	C1
4AAH	bio	A2B2	C2
4AAJ	bio	A	C1
4AAP	bio	A	C1
4AAW	bio	A3	C3
